2019-04-12 20:39:23.286561_1,Lil Nas X,Old Town Road - Remix,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,90
2019-04-12 20:39:23.286561_2,Billie Eilish,bad guy,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,98
2019-04-12 20:39:23.286561_3,Lil Nas X,Old Town Road,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,95
2019-04-12 20:39:23.286561_4,Various Artists,Sunflower - Spider-Man: Into the Spider-Verse,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,98
2019-04-12 20:39:23.286561_5,J. Cole,MIDDLE CHILD,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,96
2019-04-12 20:39:23.286561_6,Lil Uzi Vert,Sanguine Paradise,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,72
2019-04-12 20:39:23.286561_7,Billie Eilish,wish you were gay,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,92
2019-04-12 20:39:23.286561_8,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,94
2019-04-12 20:39:23.286561_9,Post Malone,Wow.,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,98
2019-04-12 20:39:23.286561_10,Billie Eilish,bury a friend,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,92
2019-04-12 20:39:23.286561_11,Meek Mill,Going Bad (feat. Drake),https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,94
2019-04-12 20:39:23.286561_12,Khalid,Talk,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,80
2019-04-12 20:39:23.286561_13,Ariana Grande,7 rings,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,94
2019-04-12 20:39:23.286561_14,YNW Melly,Murder On My Mind,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,94
2019-04-12 20:39:23.286561_15,Khalid,Outta My Head (with John Mayer),https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,86
2019-04-12 20:39:23.286561_16,Khalid,Better,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,88
2019-04-12 20:39:23.286561_17,Jonas Brothers,Sucker,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,98
2019-04-12 20:39:23.286561_18,Billie Eilish,when the party's over,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,91
2019-04-12 20:39:23.286561_19,Mustard,Pure Water (with Migos),https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,92
2019-04-12 20:39:23.286561_20,Khalid,My Bad,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,80
2019-04-12 20:39:23.286561_21,Juice WRLD,Robbery,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,91
2019-04-12 20:39:23.286561_22,YNW Melly,Mixed Personalities (feat. Kanye West),https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,91
2019-04-12 20:39:23.286561_23,Avicii,SOS,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,67
2019-04-12 20:39:23.286561_24,Ariana Grande,"break up with your girlfriend, i'm bored",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,98
2019-04-12 20:39:23.286561_25,Billie Eilish,my strange addiction,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,90
2019-04-12 20:39:23.286561_26,Billie Eilish,all the good girls go to hell,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,91
2019-04-12 20:39:23.286561_27,Billie Eilish,you should see me in a crown,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,89
2019-04-12 20:39:23.286561_28,Lil Baby,Drip Too Hard (Lil Baby & Gunna),https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,91
2019-04-12 20:39:23.286561_29,Billie Eilish,xanny,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,90
2019-04-12 20:39:23.286561_30,Khalid,Saturday Nights,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,82
2019-04-12 20:39:23.286561_31,21 Savage,a lot,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,91
2019-04-12 20:39:23.286561_32,Ariana Grande,MONOPOLY (with Victoria MonÃ©t),https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,88
2019-04-12 20:39:23.286561_33,Nipsey Hussle,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,85
2019-04-12 20:39:23.286561_34,BLACKPINK,Kill This Love,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,60
2019-04-12 20:39:23.286561_35,Ski Mask The Slump God,Faucet Failure,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,88
2019-04-12 20:39:23.286561_36,Alec Benjamin,Let Me Down Slowly,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,94
2019-04-12 20:39:23.286561_37,Billie Eilish,lovely,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,68
2019-04-12 20:39:23.286561_38,A Boogie Wit da Hoodie,Look Back At It,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,90
2019-04-12 20:39:23.286561_39,Travis Scott,SICKO MODE,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,93
2019-04-12 20:39:23.286561_40,Halsey,Without Me,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,96
2019-04-12 20:39:23.286561_41,Calboy,Envy Me,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,88
2019-04-12 20:39:23.286561_42,Marshmello,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,96
2019-04-12 20:39:23.286561_43,Khalid,Don't Pretend,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV,79
2019-04-12 20:39:23.286561_44,Ariana Grande,"thank u, next",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,94
2019-04-12 20:39:23.286561_45,benny blanco,Eastside (with Halsey & Khalid),https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,83
2019-04-12 20:39:23.286561_46,Lil Uzi Vert,That's A Rack,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,66
2019-04-12 20:39:23.286561_47,Marshmello,Here With Me,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,93
2019-04-12 20:39:23.286561_48,Juice WRLD,Lucid Dreams,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,91
2019-04-12 20:39:23.286561_49,Billie Eilish,i love you,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,88
2019-04-12 20:39:23.286561_50,Blueface,Thotiana,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,912019-04-16 20:04:05.564460_1,Lil Nas X,Old Town Road - Remix,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,94
2019-04-16 20:04:05.564460_2,Billie Eilish,bad guy,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,99
2019-04-16 20:04:05.564460_3,Lil Nas X,Old Town Road,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,96
2019-04-16 20:04:05.564460_4,BTS,Boy With Luv (feat. Halsey),https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,88
2019-04-16 20:04:05.564460_5,Various Artists,Sunflower - Spider-Man: Into the Spider-Verse,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,98
2019-04-16 20:04:05.564460_6,J. Cole,MIDDLE CHILD,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,95
2019-04-16 20:04:05.564460_7,Lil Uzi Vert,Sanguine Paradise,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,82
2019-04-16 20:04:05.564460_8,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,94
2019-04-16 20:04:05.564460_9,Khalid,Talk,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,83
2019-04-16 20:04:05.564460_10,Post Malone,Wow.,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,98
2019-04-16 20:04:05.564460_11,Billie Eilish,bury a friend,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,93
2019-04-16 20:04:05.564460_12,Billie Eilish,wish you were gay,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,93
2019-04-16 20:04:05.564460_13,Ariana Grande,7 rings,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,94
2019-04-16 20:04:05.564460_14,Avicii,SOS,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,88
2019-04-16 20:04:05.564460_15,Meek Mill,Going Bad (feat. Drake),https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,94
2019-04-16 20:04:05.564460_16,YNW Melly,Murder On My Mind,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,94
2019-04-16 20:04:05.564460_17,Jonas Brothers,Sucker,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,98
2019-04-16 20:04:05.564460_18,Billie Eilish,when the party's over,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,92
2019-04-16 20:04:05.564460_19,Khalid,Better,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,88
2019-04-16 20:04:05.564460_20,Mustard,Pure Water (with Migos),https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,92
2019-04-16 20:04:05.564460_21,Juice WRLD,Robbery,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,91
2019-04-16 20:04:05.564460_22,YNW Melly,Mixed Personalities (feat. Kanye West),https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,91
2019-04-16 20:04:05.564460_23,Khalid,Outta My Head (with John Mayer),https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,88
2019-04-16 20:04:05.564460_24,Billie Eilish,xanny,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,91
2019-04-16 20:04:05.564460_25,Billie Eilish,you should see me in a crown,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,90
2019-04-16 20:04:05.564460_26,Billie Eilish,my strange addiction,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,90
2019-04-16 20:04:05.564460_27,Billie Eilish,all the good girls go to hell,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,91
2019-04-16 20:04:05.564460_28,21 Savage,a lot,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,91
2019-04-16 20:04:05.564460_29,Lil Baby,Drip Too Hard (Lil Baby & Gunna),https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,91
2019-04-16 20:04:05.564460_30,Ariana Grande,"break up with your girlfriend, i'm bored",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,97
2019-04-16 20:04:05.564460_31,Billie Eilish,lovely,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,68
2019-04-16 20:04:05.564460_32,Khalid,My Bad,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,82
2019-04-16 20:04:05.564460_33,Nipsey Hussle,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,86
2019-04-16 20:04:05.564460_34,Ski Mask The Slump God,Faucet Failure,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,89
2019-04-16 20:04:05.564460_35,Calboy,Envy Me,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,88
2019-04-16 20:04:05.564460_36,A Boogie Wit da Hoodie,Look Back At It,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,89
2019-04-16 20:04:05.564460_37,Khalid,Saturday Nights,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,82
2019-04-16 20:04:05.564460_38,Ariana Grande,"thank u, next",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,94
2019-04-16 20:04:05.564460_39,Marshmello,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,96
2019-04-16 20:04:05.564460_40,Halsey,Without Me,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,96
2019-04-16 20:04:05.564460_41,BLACKPINK,Kill This Love,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,65
2019-04-16 20:04:05.564460_42,Travis Scott,SICKO MODE,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,92
2019-04-16 20:04:05.564460_43,Ariana Grande,MONOPOLY (with Victoria Monét),https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,89
2019-04-16 20:04:05.564460_44,Marshmello,Here With Me,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,94
2019-04-16 20:04:05.564460_45,Juice WRLD,Lucid Dreams,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,91
2019-04-16 20:04:05.564460_46,Sam Smith,Dancing With A Stranger (with Normani),https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,96
2019-04-16 20:04:05.564460_47,ScHoolboy Q,CHopstix (with Travis Scott),https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,80
2019-04-16 20:04:05.564460_48,benny blanco,Eastside (with Halsey & Khalid),https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,83
2019-04-16 20:04:05.564460_49,Blueface,Thotiana,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,91
2019-04-16 20:04:05.564460_50,Alec Benjamin,Let Me Down Slowly,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,94
